Año,Código DRE,Nombre DRE,Código UGEL,Nombre UGEL ,Evaluación,Grado,Competencia,Medida Promedio,Nivel de Logro: En inicio,Nivel de Logro: En proceso,Nivel de Logro: Satisfactorio
2015,1200,Junín,120003,Concepción,ECE2015,SEGUNDO,MATEMÁTICA,575,"30,0","43,8","26,2"
2015,1200,Junín,120004,Chanchamayo,ECE2015,SEGUNDO,LECTURA,587,"5,2","48,5","46,3"
2015,1200,Junín,120004,Chanchamayo,ECE2015,SEGUNDO,MATEMÁTICA,579,"28,4","44,9","26,8"
2015,1200,Junín,120005,Jauja,ECE2015,SEGUNDO,LECTURA,597,"4,1","46,3","49,7"
2015,1200,Junín,120005,Jauja,ECE2015,SEGUNDO,MATEMÁTICA,590,"26,3","41,7",32
2015,1200,Junín,120006,Junín,ECE2015,SEGUNDO,LECTURA,583,"4,4","51,2","44,4"
2015,1200,Junín,120006,Junín,ECE2015,SEGUNDO,MATEMÁTICA,586,"28,5","37,8","33,7"
2015,1200,Junín,120007,Satipo,ECE2015,SEGUNDO,LECTURA,579,"6,2",52,"41,7"
2015,1200,Junín,120007,Satipo,ECE2015,SEGUNDO,MATEMÁTICA,577,"31,1","39,9","29,1"
2015,1200,Junín,120008,Tarma,ECE2015,SEGUNDO,LECTURA,585,"5,4","49,8","44,8"
2015,1200,Junín,120008,Tarma,ECE2015,SEGUNDO,MATEMÁTICA,581,"27,6","44,3","28,2"
2015,1200,Junín,120009,Yauli,ECE2015,SEGUNDO,LECTURA,625,"1,8",32,"66,2"
2015,1200,Junín,120009,Yauli,ECE2015,SEGUNDO,MATEMÁTICA,648,"12,6","35,9","51,5"
2015,1200,Junín,120010,Pangoa,ECE2015,SEGUNDO,LECTURA,575,"7,8","52,7","39,5"
2015,1200,Junín,120010,Pangoa,ECE2015,SEGUNDO,MATEMÁTICA,569,"35,0","37,5","27,5"
2015,1200,Junín,120011,Pichanaki,ECE2015,SEGUNDO,LECTURA,576,"5,0","54,5","40,5"
2015,1200,Junín,120011,Pichanaki,ECE2015,SEGUNDO,MATEMÁTICA,572,"32,3","43,2","24,5"
2015,1200,Junín,120012,Río Tambo,ECE2015,SEGUNDO,LECTURA,545,"14,7","56,9","28,4"
2015,1200,Junín,120012,Río Tambo,ECE2015,SEGUNDO,MATEMÁTICA,531,"46,8","35,8","17,4"
2015,1200,Junín,120014,Río Ene - Mantaro,ECE2015,SEGUNDO,LECTURA,501,"27,7","63,5","8,8"
2015,1200,Junín,120014,Río Ene - Mantaro,ECE2015,SEGUNDO,MATEMÁTICA,463,"74,3","25,7",0
2015,1300,La Libertad,130002,Virú,ECE2015,SEGUNDO,LECTURA,573,"6,2","53,5","40,2"
2015,1300,La Libertad,130002,Virú,ECE2015,SEGUNDO,MATEMÁTICA,566,"33,0","43,5","23,5"
2015,1300,La Libertad,130003,Ascope,ECE2015,SEGUNDO,LECTURA,594,"3,1","46,3","50,6"
2015,1300,La Libertad,130003,Ascope,ECE2015,SEGUNDO,MATEMÁTICA,584,"25,2","45,6","29,1"
2015,1300,La Libertad,130004,Bolivar,ECE2015,SEGUNDO,LECTURA,560,"10,3","53,9","35,8"
2015,1300,La Libertad,130004,Bolivar,ECE2015,SEGUNDO,MATEMÁTICA,570,"34,6","39,5","25,9"
2015,1300,La Libertad,130005,Chepén,ECE2015,SEGUNDO,LECTURA,593,"4,2","47,1","48,8"
2015,1300,La Libertad,130005,Chepén,ECE2015,SEGUNDO,MATEMÁTICA,585,"24,4","47,4","28,2"
2015,1300,La Libertad,130006,Julcán,ECE2015,SEGUNDO,LECTURA,530,"18,4","60,3","21,4"
2015,1300,La Libertad,130006,Julcán,ECE2015,SEGUNDO,MATEMÁTICA,531,"48,3","33,1","18,5"
2015,1300,La Libertad,130007,Otuzco,ECE2015,SEGUNDO,LECTURA,573,"7,7","55,4","36,9"
2015,1300,La Libertad,130007,Otuzco,ECE2015,SEGUNDO,MATEMÁTICA,590,"30,1","36,8","33,1"
2015,1300,La Libertad,130008,Pacasmayo,ECE2015,SEGUNDO,LECTURA,596,"3,4","44,8","51,8"
2015,1300,La Libertad,130008,Pacasmayo,ECE2015,SEGUNDO,MATEMÁTICA,586,"24,6","45,9","29,5"
2015,1300,La Libertad,130009,Pataz,ECE2015,SEGUNDO,LECTURA,531,"16,1","63,8","20,1"
2015,1300,La Libertad,130009,Pataz,ECE2015,SEGUNDO,MATEMÁTICA,529,"46,1","39,8","14,1"
2015,1300,La Libertad,130010,Sánchez Carrión,ECE2015,SEGUNDO,LECTURA,543,"16,2","55,9","27,9"
2015,1300,La Libertad,130010,Sánchez Carrión,ECE2015,SEGUNDO,MATEMÁTICA,545,"45,0","32,6","22,5"
2015,1300,La Libertad,130011,Santiago de Chuco,ECE2015,SEGUNDO,LECTURA,531,"14,3","64,4","21,3"
2015,1300,La Libertad,130011,Santiago de Chuco,ECE2015,SEGUNDO,MATEMÁTICA,529,"48,2","36,1","15,7"
2015,1300,La Libertad,130012,Gran Chimú,ECE2015,SEGUNDO,LECTURA,579,"7,3",53,"39,7"
2015,1300,La Libertad,130012,Gran Chimú,ECE2015,SEGUNDO,MATEMÁTICA,605,"24,5","36,9","38,6"
2015,1300,La Libertad,130014,01 - El Porvenir,ECE2015,SEGUNDO,LECTURA,583,"4,9",50,"45,1"
2015,1300,La Libertad,130014,01 - El Porvenir,ECE2015,SEGUNDO,MATEMÁTICA,570,"31,2","43,3","25,5"
2015,1300,La Libertad,130015,02 - La Esperanza,ECE2015,SEGUNDO,LECTURA,592,"3,4","47,2","49,4"
2015,1300,La Libertad,130015,02 - La Esperanza,ECE2015,SEGUNDO,MATEMÁTICA,573,"30,1",44,"25,9"
2015,1300,La Libertad,130016,03 - Trujillo Nor Oeste,ECE2015,SEGUNDO,LECTURA,618,"2,4","36,5","61,2"
2015,1300,La Libertad,130016,03 - Trujillo Nor Oeste,ECE2015,SEGUNDO,MATEMÁTICA,584,"27,6","43,2","29,3"
2015,1300,La Libertad,130017,04 - Trujillo Sur Este,ECE2015,SEGUNDO,LECTURA,614,"2,4","37,4","60,1"
2015,1300,La Libertad,130017,04 - Trujillo Sur Este,ECE2015,SEGUNDO,MATEMÁTICA,594,"24,8","43,2",32
2015,1400,Lambayeque,140001,Chiclayo,ECE2015,SEGUNDO,LECTURA,597,"3,3","44,8","51,9"
2015,1400,Lambayeque,140001,Chiclayo,ECE2015,SEGUNDO,MATEMÁTICA,571,"31,4",44,"24,5"
2015,1400,Lambayeque,140002,Ferreñafe,ECE2015,SEGUNDO,LECTURA,596,"5,3","44,3","50,3"
2015,1400,Lambayeque,140002,Ferreñafe,ECE2015,SEGUNDO,MATEMÁTICA,588,"25,7",43,"31,3"
2015,1400,Lambayeque,140003,Lambayeque,ECE2015,SEGUNDO,LECTURA,569,"7,2","54,2","38,5"
2015,1400,Lambayeque,140003,Lambayeque,ECE2015,SEGUNDO,MATEMÁTICA,567,"33,0","42,3","24,7"
2015,1501,Lima Metropolitana,150102,01 San Juan de Miraflores,ECE2015,SEGUNDO,LECTURA,601,"3,0",43,54
2015,1501,Lima Metropolitana,150102,01 San Juan de Miraflores,ECE2015,SEGUNDO,MATEMÁTICA,573,"30,8","43,6","25,6"
2015,1501,Lima Metropolitana,150103,02 Rímac,ECE2015,SEGUNDO,LECTURA,611,"2,6","38,4","58,9"
2015,1501,Lima Metropolitana,150103,02 Rímac,ECE2015,SEGUNDO,MATEMÁTICA,579,"29,3","43,2","27,5"
2015,1501,Lima Metropolitana,150104,03 Breña,ECE2015,SEGUNDO,LECTURA,629,"2,0","30,8","67,2"
2015,1501,Lima Metropolitana,150104,03 Breña,ECE2015,SEGUNDO,MATEMÁTICA,596,"22,7","44,2","33,2"
2015,1501,Lima Metropolitana,150105,04 Comas,ECE2015,SEGUNDO,LECTURA,610,"2,6","38,6","58,8"
2015,1501,Lima Metropolitana,150105,04 Comas,ECE2015,SEGUNDO,MATEMÁTICA,588,"26,4","42,6",31
2015,1501,Lima Metropolitana,150106,05 San Juan de Lurigancho,ECE2015,SEGUNDO,LECTURA,614,"2,1","37,3","60,6"
2015,1501,Lima Metropolitana,150106,05 San Juan de Lurigancho,ECE2015,SEGUNDO,MATEMÁTICA,591,"25,3","43,4","31,3"
2015,1501,Lima Metropolitana,150107,06 Ate,ECE2015,SEGUNDO,LECTURA,622,"2,0","33,9","64,1"
2015,1501,Lima Metropolitana,150107,06 Ate,ECE2015,SEGUNDO,MATEMÁTICA,601,"22,9","41,6","35,6"
2015,1501,Lima Metropolitana,150108,07 San Borja,ECE2015,SEGUNDO,LECTURA,634,"1,8","29,7","68,5"
2015,1501,Lima Metropolitana,150108,07 San Borja,ECE2015,SEGUNDO,MATEMÁTICA,599,"22,2","43,8",34
2015,1502,Lima Provincias,150201,08 Cañete,ECE2015,SEGUNDO,LECTURA,597,"3,0","46,2","50,8"
2015,1502,Lima Provincias,150201,08 Cañete,ECE2015,SEGUNDO,MATEMÁTICA,587,"26,5","43,7","29,8"
2015,1502,Lima Provincias,150202,09 Huaura,ECE2015,SEGUNDO,LECTURA,596,"3,7","45,4","50,9"
2015,1502,Lima Provincias,150202,09 Huaura,ECE2015,SEGUNDO,MATEMÁTICA,572,"28,8","47,9","23,3"
2015,1502,Lima Provincias,150203,10 Huaral,ECE2015,SEGUNDO,LECTURA,606,"3,3",39,"57,7"
2015,1502,Lima Provincias,150203,10 Huaral,ECE2015,SEGUNDO,MATEMÁTICA,599,"23,9","42,1","34,1"
2015,1502,Lima Provincias,150204,11 Cajatambo,ECE2015,SEGUNDO,LECTURA,633,"0,0","23,7","76,3"
2015,1502,Lima Provincias,150204,11 Cajatambo,ECE2015,SEGUNDO,MATEMÁTICA,692,"5,3","34,2","60,5"
2015,1502,Lima Provincias,150205,12 Canta,ECE2015,SEGUNDO,LECTURA,624,"1,6","34,8","63,6"
2015,1502,Lima Provincias,150205,12 Canta,ECE2015,SEGUNDO,MATEMÁTICA,651,"8,6","40,6","50,8"
2015,1502,Lima Provincias,150206,13 Yauyos,ECE2015,SEGUNDO,LECTURA,610,"0,7","38,9","60,4"
2015,1502,Lima Provincias,150206,13 Yauyos,ECE2015,SEGUNDO,MATEMÁTICA,656,"10,0","31,9","58,1"
2015,1502,Lima Provincias,150207,14 Oyón,ECE2015,SEGUNDO,LECTURA,618,"1,3","35,8","62,9"
2015,1502,Lima Provincias,150207,14 Oyón,ECE2015,SEGUNDO,MATEMÁTICA,642,"11,6","36,6","51,9"
2015,1502,Lima Provincias,150208,15 Huarochirí,ECE2015,SEGUNDO,LECTURA,589,"4,8","46,4","48,8"
2015,1502,Lima Provincias,150208,15 Huarochirí,ECE2015,SEGUNDO,MATEMÁTICA,571,"30,9","44,2","24,8"
2015,1502,Lima Provincias,150209,16 Barranca,ECE2015,SEGUNDO,LECTURA,611,"2,2","37,9","59,9"
2015,1502,Lima Provincias,150209,16 Barranca,ECE2015,SEGUNDO,MATEMÁTICA,607,"19,1","45,6","35,4"
2015,1600,Loreto,160001,Maynas,ECE2015,SEGUNDO,LECTURA,529,"21,0","55,1",24
2015,1600,Loreto,160001,Maynas,ECE2015,SEGUNDO,MATEMÁTICA,494,"59,0","33,1","7,9"
2015,1600,Loreto,160002,Alto Amazonas - Yurimaguas,ECE2015,SEGUNDO,LECTURA,513,"26,8","54,9","18,2"
2015,1600,Loreto,160002,Alto Amazonas - Yurimaguas,ECE2015,SEGUNDO,MATEMÁTICA,479,"66,6","25,9","7,4"
2015,1600,Loreto,160003,Alto Amazonas - San Lorenzo,ECE2015,SEGUNDO,LECTURA,483,"41,8","48,2",10
2015,1600,Loreto,160003,Alto Amazonas - San Lorenzo,ECE2015,SEGUNDO,MATEMÁTICA,462,"74,8",21,"4,2"
2015,1600,Loreto,160004,Loreto - Nauta,ECE2015,SEGUNDO,LECTURA,494,"39,1","44,7","16,2"
2015,1600,Loreto,160004,Loreto - Nauta,ECE2015,SEGUNDO,MATEMÁTICA,478,"66,9","22,6","10,6"
2015,1600,Loreto,160005,Ramón Castilla - Caballococha,ECE2015,SEGUNDO,LECTURA,482,"38,4","53,4","8,2"
2015,1600,Loreto,160005,Ramón Castilla - Caballococha,ECE2015,SEGUNDO,MATEMÁTICA,455,"74,9","21,8","3,3"
2015,1600,Loreto,160006,Requena,ECE2015,SEGUNDO,LECTURA,487,"39,2","50,5","10,3"
2015,1600,Loreto,160006,Requena,ECE2015,SEGUNDO,MATEMÁTICA,465,"71,8","21,9","6,3"
2015,1600,Loreto,160007,Ucayali - Contamana,ECE2015,SEGUNDO,LECTURA,506,"27,5","56,9","15,6"
2015,1600,Loreto,160007,Ucayali - Contamana,ECE2015,SEGUNDO,MATEMÁTICA,489,"65,4","25,7",9
2015,1600,Loreto,160008,Putumayo,ECE2015,SEGUNDO,LECTURA,478,"38,9","55,7","5,4"
2015,1600,Loreto,160008,Putumayo,ECE2015,SEGUNDO,MATEMÁTICA,443,"84,4","13,8","1,8"
2015,1700,Madre De Dios,170001,Tambopata,ECE2015,SEGUNDO,LECTURA,574,"5,5","55,1","39,5"
2015,1700,Madre De Dios,170001,Tambopata,ECE2015,SEGUNDO,MATEMÁTICA,542,"42,1","41,1","16,8"
2015,1700,Madre De Dios,170002,Manu,ECE2015,SEGUNDO,LECTURA,593,"3,0","49,1",48
2015,1700,Madre De Dios,170002,Manu,ECE2015,SEGUNDO,MATEMÁTICA,602,"17,8","49,4","32,7"
2015,1700,Madre De Dios,170003,Tahuamanu,ECE2015,SEGUNDO,LECTURA,570,"6,7","52,3",41
2015,1700,Madre De Dios,170003,Tahuamanu,ECE2015,SEGUNDO,MATEMÁTICA,523,"45,6","43,6","10,8"
2015,1800,Moquegua,180001,Mariscal Nieto,ECE2015,SEGUNDO,LECTURA,650,"1,2","22,5","76,3"
2015,1800,Moquegua,180001,Mariscal Nieto,ECE2015,SEGUNDO,MATEMÁTICA,648,"9,1","42,3","48,6"
2015,1800,Moquegua,180002,General Sánchez Cerro,ECE2015,SEGUNDO,LECTURA,658,"0,0","22,2","77,8"
2015,1800,Moquegua,180002,General Sánchez Cerro,ECE2015,SEGUNDO,MATEMÁTICA,658,"11,1","33,3","55,6"
2015,1800,Moquegua,180003,Ilo,ECE2015,SEGUNDO,LECTURA,641,"1,0","27,2","71,8"
2015,1800,Moquegua,180003,Ilo,ECE2015,SEGUNDO,MATEMÁTICA,628,"13,8","44,9","41,3"
2015,1900,Pasco,190001,Pasco,ECE2015,SEGUNDO,LECTURA,612,"2,6","38,3","59,1"
2015,1900,Pasco,190001,Pasco,ECE2015,SEGUNDO,MATEMÁTICA,612,"18,8","43,6","37,6"
2015,1900,Pasco,190002,Daniel Alcides Carrión,ECE2015,SEGUNDO,LECTURA,608,"1,4","46,5","52,1"
2015,1900,Pasco,190002,Daniel Alcides Carrión,ECE2015,SEGUNDO,MATEMÁTICA,640,"9,9","46,1",44
2015,1900,Pasco,190003,Oxapampa,ECE2015,SEGUNDO,LECTURA,556,"14,3","51,6","34,1"
2015,1900,Pasco,190003,Oxapampa,ECE2015,SEGUNDO,MATEMÁTICA,543,"41,3","38,2","20,4"
2015,2000,Piura,200001,Piura,ECE2015,SEGUNDO,LECTURA,617,"2,8","35,8","61,5"
2015,2000,Piura,200001,Piura,ECE2015,SEGUNDO,MATEMÁTICA,610,"19,4","42,4","38,3"
2015,2000,Piura,200002,Tambogrande,ECE2015,SEGUNDO,LECTURA,577,"5,8","51,7","42,5"
2015,2000,Piura,200002,Tambogrande,ECE2015,SEGUNDO,MATEMÁTICA,583,"28,6","40,9","30,5"
2015,2000,Piura,200003,La Unión,ECE2015,SEGUNDO,LECTURA,610,"2,4","37,9","59,7"
2015,2000,Piura,200003,La Unión,ECE2015,SEGUNDO,MATEMÁTICA,629,"16,2",39,"44,8"
2015,2000,Piura,200004,Sechura,ECE2015,SEGUNDO,LECTURA,613,"2,6","38,8","58,7"
2015,2000,Piura,200004,Sechura,ECE2015,SEGUNDO,MATEMÁTICA,627,"16,4","40,1","43,5"
2015,2000,Piura,200005,Ayabaca,ECE2015,SEGUNDO,LECTURA,551,"13,3","55,6","31,1"
2015,2000,Piura,200005,Ayabaca,ECE2015,SEGUNDO,MATEMÁTICA,563,"36,6","37,2","26,2"
2015,2000,Piura,200006,Huancabamba,ECE2015,SEGUNDO,LECTURA,549,"14,4",55,"30,6"
2015,2000,Piura,200006,Huancabamba,ECE2015,SEGUNDO,MATEMÁTICA,550,"41,2","37,7","21,1"
2015,2000,Piura,200007,Chulucanas,ECE2015,SEGUNDO,LECTURA,587,"7,7","44,3","47,9"
2015,2000,Piura,200007,Chulucanas,ECE2015,SEGUNDO,MATEMÁTICA,600,"24,0","37,3","38,7"
2015,2000,Piura,200008,Morropón,ECE2015,SEGUNDO,LECTURA,618,"3,6","34,3","62,1"
2015,2000,Piura,200008,Morropón,ECE2015,SEGUNDO,MATEMÁTICA,649,"14,0","33,4","52,6"
2015,2000,Piura,200009,Paita,ECE2015,SEGUNDO,LECTURA,606,"2,9","41,2","55,9"
2015,2000,Piura,200009,Paita,ECE2015,SEGUNDO,MATEMÁTICA,606,"21,2","40,2","38,6"
2015,2000,Piura,200010,Sullana,ECE2015,SEGUNDO,LECTURA,629,"2,1","30,4","67,5"
2015,2000,Piura,200010,Sullana,ECE2015,SEGUNDO,MATEMÁTICA,644,"12,2","36,9","50,9"
2015,2000,Piura,200011,Talara,ECE2015,SEGUNDO,LECTURA,600,"2,7","44,6","52,7"
2015,2000,Piura,200011,Talara,ECE2015,SEGUNDO,MATEMÁTICA,592,"23,9","44,8","31,3"
2015,2000,Piura,200012,Huarmaca,ECE2015,SEGUNDO,LECTURA,521,"20,3","60,9","18,8"
2015,2000,Piura,200012,Huarmaca,ECE2015,SEGUNDO,MATEMÁTICA,527,"47,7","35,9","16,3"
2015,2100,Puno,210001,Puno,ECE2015,SEGUNDO,LECTURA,617,"2,3","37,9","59,7"
2015,2100,Puno,210001,Puno,ECE2015,SEGUNDO,MATEMÁTICA,619,"19,0","39,7","41,3"
2015,2100,Puno,210002,Azángaro,ECE2015,SEGUNDO,LECTURA,572,"6,2","55,4","38,4"
2015,2100,Puno,210002,Azángaro,ECE2015,SEGUNDO,MATEMÁTICA,577,"28,3",46,"25,6"
2015,2100,Puno,210003,Carabaya,ECE2015,SEGUNDO,LECTURA,595,"1,9",48,"50,1"
2015,2100,Puno,210003,Carabaya,ECE2015,SEGUNDO,MATEMÁTICA,641,"13,1",35,52
2015,2100,Puno,210004,El Collao,ECE2015,SEGUNDO,LECTURA,591,"3,0","49,9","47,1"
2015,2100,Puno,210004,El Collao,ECE2015,SEGUNDO,MATEMÁTICA,603,"21,4","44,5","34,1"
2015,2100,Puno,210005,Chucuito,ECE2015,SEGUNDO,LECTURA,579,"2,5",55,"42,5"
2015,2100,Puno,210005,Chucuito,ECE2015,SEGUNDO,MATEMÁTICA,600,"19,6","47,9","32,5"
2015,2100,Puno,210006,Huancané,ECE2015,SEGUNDO,LECTURA,587,"3,4","47,2","49,4"
2015,2100,Puno,210006,Huancané,ECE2015,SEGUNDO,MATEMÁTICA,615,"15,9","45,4","38,8"
2015,2100,Puno,210007,San Antonio de Putina,ECE2015,SEGUNDO,LECTURA,578,"2,8","55,2","41,9"
2015,2100,Puno,210007,San Antonio de Putina,ECE2015,SEGUNDO,MATEMÁTICA,588,"20,3","52,7","27,1"
2015,2100,Puno,210008,Moho,ECE2015,SEGUNDO,LECTURA,578,"3,2","61,3","35,5"
2015,2100,Puno,210008,Moho,ECE2015,SEGUNDO,MATEMÁTICA,606,"19,4","46,8","33,9"
2015,2100,Puno,210009,Lampa,ECE2015,SEGUNDO,LECTURA,573,"4,7","56,1","39,2"
2015,2100,Puno,210009,Lampa,ECE2015,SEGUNDO,MATEMÁTICA,567,"29,2","49,2","21,6"
2015,2100,Puno,210010,Melgar,ECE2015,SEGUNDO,LECTURA,579,"4,8","53,9","41,2"
2015,2100,Puno,210010,Melgar,ECE2015,SEGUNDO,MATEMÁTICA,574,"32,2","40,6","27,3"
2015,2100,Puno,210011,San Román,ECE2015,SEGUNDO,LECTURA,618,"1,2","37,6","61,2"
2015,2100,Puno,210011,San Román,ECE2015,SEGUNDO,MATEMÁTICA,619,"16,5","43,5","40,1"
2015,2100,Puno,210012,Sandia,ECE2015,SEGUNDO,LECTURA,580,"4,3","52,3","43,4"
2015,2100,Puno,210012,Sandia,ECE2015,SEGUNDO,MATEMÁTICA,582,"25,0","46,7","28,3"
2015,2100,Puno,210013,Yunguyo,ECE2015,SEGUNDO,LECTURA,606,"2,5",42,"55,5"
2015,2100,Puno,210013,Yunguyo,ECE2015,SEGUNDO,MATEMÁTICA,625,"18,0","37,3","44,7"
2015,2100,Puno,210014,Crucero,ECE2015,SEGUNDO,LECTURA,596,"2,2","53,7","44,1"
2015,2100,Puno,210014,Crucero,ECE2015,SEGUNDO,MATEMÁTICA,616,"14,7","43,9","41,4"
2015,2200,San Martín,220001,Moyobamba,ECE2015,SEGUNDO,LECTURA,588,"5,0","46,5","48,5"
2015,2200,San Martín,220001,Moyobamba,ECE2015,SEGUNDO,MATEMÁTICA,586,"25,1","46,3","28,6"
2015,2200,San Martín,220002,Bellavista,ECE2015,SEGUNDO,LECTURA,553,"13,2","56,8","30,1"
2015,2200,San Martín,220002,Bellavista,ECE2015,SEGUNDO,MATEMÁTICA,548,"40,7","40,2","19,1"
2015,2200,San Martín,220003,Huallaga,ECE2015,SEGUNDO,LECTURA,586,"3,5","54,7","41,8"
2015,2200,San Martín,220003,Huallaga,ECE2015,SEGUNDO,MATEMÁTICA,591,"25,7","45,3",29
2015,2200,San Martín,220004,Lamas,ECE2015,SEGUNDO,LECTURA,540,"15,6","57,2","27,1"
2015,2200,San Martín,220004,Lamas,ECE2015,SEGUNDO,MATEMÁTICA,526,"47,6","36,1","16,3"
2015,2200,San Martín,220005,El Dorado,ECE2015,SEGUNDO,LECTURA,530,"17,5","61,6","20,9"
2015,2200,San Martín,220005,El Dorado,ECE2015,SEGUNDO,MATEMÁTICA,508,"57,4","30,5","12,1"
2015,2200,San Martín,220006,Mariscal Cáceres,ECE2015,SEGUNDO,LECTURA,569,"9,6",53,"37,5"
2015,2200,San Martín,220006,Mariscal Cáceres,ECE2015,SEGUNDO,MATEMÁTICA,565,"36,8","38,8","24,5"
2015,2200,San Martín,220007,Picota,ECE2015,SEGUNDO,LECTURA,555,"11,2","58,2","30,6"
2015,2200,San Martín,220007,Picota,ECE2015,SEGUNDO,MATEMÁTICA,544,"42,0","38,2","19,8"
2015,2200,San Martín,220008,Rioja,ECE2015,SEGUNDO,LECTURA,596,"3,5","45,1","51,5"
2015,2200,San Martín,220008,Rioja,ECE2015,SEGUNDO,MATEMÁTICA,600,"20,9","44,8","34,2"
2015,2200,San Martín,220009,San Martín,ECE2015,SEGUNDO,LECTURA,569,"10,5","49,3","40,1"
2015,2200,San Martín,220009,San Martín,ECE2015,SEGUNDO,MATEMÁTICA,536,"43,6","39,4",17
2015,2200,San Martín,220010,Tocache,ECE2015,SEGUNDO,LECTURA,576,"6,5","51,4","42,1"
2015,2200,San Martín,220010,Tocache,ECE2015,SEGUNDO,MATEMÁTICA,569,"34,4",38,"27,6"
2015,2300,Tacna,230001,Tacna,ECE2015,SEGUNDO,LECTURA,657,"1,2","20,8",78
2015,2300,Tacna,230001,Tacna,ECE2015,SEGUNDO,MATEMÁTICA,657,"9,1","37,6","53,3"
2015,2300,Tacna,230002,Jorge Basadre,ECE2015,SEGUNDO,LECTURA,667,"1,7","14,4","83,9"
2015,2300,Tacna,230002,Jorge Basadre,ECE2015,SEGUNDO,MATEMÁTICA,675,"7,5","33,9","58,6"
2015,2300,Tacna,230003,Tarata,ECE2015,SEGUNDO,LECTURA,682,"0,0","12,3","87,7"
2015,2300,Tacna,230003,Tarata,ECE2015,SEGUNDO,MATEMÁTICA,684,"0,0","31,6","68,4"
2015,2300,Tacna,230004,Candarave,ECE2015,SEGUNDO,LECTURA,673,"0,0","12,5","87,5"
2015,2300,Tacna,230004,Candarave,ECE2015,SEGUNDO,MATEMÁTICA,691,"5,0","27,5","67,5"
2015,2400,Tumbes,240001,Tumbes,ECE2015,SEGUNDO,LECTURA,584,"4,5","50,8","44,7"
2015,2400,Tumbes,240001,Tumbes,ECE2015,SEGUNDO,MATEMÁTICA,566,"31,0",48,21
2015,2400,Tumbes,240002,Contralmirante Villar,ECE2015,SEGUNDO,LECTURA,578,"8,5","48,2","43,3"
2015,2400,Tumbes,240002,Contralmirante Villar,ECE2015,SEGUNDO,MATEMÁTICA,567,"34,3","40,7",25
2015,2400,Tumbes,240003,Zarumilla,ECE2015,SEGUNDO,LECTURA,573,"5,7","53,9","40,4"
2015,2400,Tumbes,240003,Zarumilla,ECE2015,SEGUNDO,MATEMÁTICA,566,"33,3","43,6","23,2"
2015,2500,Ucayali,250001,Coronel Portillo,ECE2015,SEGUNDO,LECTURA,554,"11,9","56,1",32
2015,2500,Ucayali,250001,Coronel Portillo,ECE2015,SEGUNDO,MATEMÁTICA,517,"51,3","37,3","11,4"
2015,2500,Ucayali,250002,Atalaya,ECE2015,SEGUNDO,LECTURA,505,"33,7","47,8","18,5"
2015,2500,Ucayali,250002,Atalaya,ECE2015,SEGUNDO,MATEMÁTICA,470,"70,7","23,7","5,7"
2015,2500,Ucayali,250003,Padre Abad,ECE2015,SEGUNDO,LECTURA,548,"11,7","60,5","27,8"
2015,2500,Ucayali,250003,Padre Abad,ECE2015,SEGUNDO,MATEMÁTICA,522,"45,4","44,6","10,1"
2015,2500,Ucayali,250004,Purús,ECE2015,SEGUNDO,LECTURA,0,"0,0","0,0","0,0"
2015,2500,Ucayali,250004,Purús,ECE2015,SEGUNDO,MATEMÁTICA,0,"0,0","0,0","0,0"
